纬度：4047.533,经度：11141.856,日期：17年05月10日,时间：01时32分38秒,海拔：1108米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分39秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分40秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分41秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分42秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分43秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分44秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分45秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分46秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分47秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分48秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分49秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分50秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分51秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分52秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分53秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分54秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分55秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分56秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分57秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分58秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时36分59秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时37分00秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时37分01秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时37分02秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时37分03秒,海拔：1057米
,纬度：4047.719,经度：11141.695,日期：17年05月10日,时间：01时37分04秒,海拔：1057米
,纬度：4047.722,经度：11141.691,日期：17年05月10日,时间：01时37分05秒,海拔：1053米
,纬度：4047.724,经度：11141.690,日期：17年05月10日,时间：01时37分06秒,海拔：1053米
,纬度：4047.726,经度：11141.688,日期：17年05月10日,时间：01时37分07秒,海拔：1054米
,纬度：4047.730,经度：11141.687,日期：17年05月10日,时间：01时37分08秒,海拔：1054米
,纬度：4047.733,经度：11141.685,日期：17年05月10日,时间：01时37分09秒,海拔：1054米
,纬度：4047.737,经度：11141.682,日期：17年05月10日,时间：01时37分10秒,海拔：1054米
,纬度：4047.742,经度：11141.680,日期：17年05月10日,时间：01时37分11秒,海拔：1054米
,纬度：4047.746,经度：11141.678,日期：17年05月10日,时间：01时37分12秒,海拔：1054米
,纬度：4047.750,经度：11141.676,日期：17年05月10日,时间：01时37分13秒,海拔：1055米
,纬度：4047.755,经度：11141.673,日期：17年05月10日,时间：01时37分14秒,海拔：1055米
,纬度：4047.760,经度：11141.670,日期：17年05月10日,时间：01时37分15秒,海拔：1056米
,纬度：4047.765,经度：11141.668,日期：17年05月10日,时间：01时37分16秒,海拔：1056米
,纬度：4047.770,经度：11141.665,日期：17年05月10日,时间：01时37分17秒,海拔：1056米
,纬度：4047.776,经度：11141.663,日期：17年05月10日,时间：01时37分18秒,海拔：1056米
